seq,date,time,price_cur,accum_vol,best_ask,best_ask_vol,best_bid,best_bid_vol
10481191,20190121,90335,275.6,11040,275.65,65,275.6,82
10481192,20190121,90336,275.6,11042,275.65,78,275.6,82
10481193,20190121,90336,275.6,11045,275.65,78,275.6,79
10481194,20190121,90336,275.6,11048,275.65,80,275.6,74
10481195,20190121,90336,275.6,11049,275.65,81,275.6,72
10481196,20190121,90336,275.6,11073,275.65,81,275.6,48
10481197,20190121,90336,275.6,11076,275.65,81,275.6,45
10481198,20190121,90336,275.6,11099,275.65,81,275.6,21
10481199,20190121,90336,275.6,11120,275.65,81,275.6,21
10481200,20190121,90337,275.6,11121,275.6,22,275.55,114
10481201,20190121,90337,275.6,11143,275.65,102,275.55,114
10481202,20190121,90337,275.6,11144,275.65,83,275.6,30
10481203,20190121,90337,275.6,11148,275.65,85,275.6,36
10481204,20190121,90337,275.65,11149,275.65,84,275.6,36
10481205,20190121,90337,275.6,11150,275.65,84,275.6,35
10481206,20190121,90337,275.6,11152,275.65,84,275.6,33
10481207,20190121,90338,275.6,11194,275.6,8,275.55,142
10481208,20190121,90338,275.6,11196,275.6,31,275.55,118
10481209,20190121,90338,275.6,11200,275.6,20,275.55,118
10481210,20190121,90338,275.6,11208,275.6,8,275.55,118
10481211,20190121,90338,275.6,11211,275.65,83,275.6,29
10481212,20190121,90340,275.6,11216,275.65,77,275.6,56
10481213,20190121,90341,275.6,11218,275.65,54,275.6,90
10481214,20190121,90343,275.65,11219,275.65,75,275.6,102
10481215,20190121,90344,275.65,11224,275.65,73,275.6,104
10481216,20190121,90345,275.6,11225,275.65,48,275.6,105
10481217,20190121,90347,275.65,11235,275.65,39,275.6,125
10481218,20190121,90347,275.65,11262,275.7,134,275.6,127
10481219,20190121,90347,275.65,11263,275.7,72,275.65,42
10481220,20190121,90347,275.65,11267,275.7,72,275.65,38
10481221,20190121,90347,275.65,11271,275.7,72,275.65,51
10481222,20190121,90347,275.65,11272,275.7,72,275.65,52
10481223,20190121,90348,275.7,11290,275.7,18,275.65,66
10481224,20190121,90348,275.7,11293,275.75,56,275.7,59
10481225,20190121,90348,275.7,11296,275.75,57,275.7,59
10481226,20190121,90350,275.7,11336,275.75,36,275.7,44
10481227,20190121,90350,275.7,11338,275.75,51,275.7,35
10481228,20190121,90350,275.7,11341,275.75,83,275.7,26
10481229,20190121,90350,275.7,11343,275.75,81,275.7,24
10481230,20190121,90350,275.7,11347,275.75,77,275.7,20
10481231,20190121,90350,275.7,11367,275.75,77,275.7,20
10481232,20190121,90350,275.7,11369,275.7,23,275.65,86
10481233,20190121,90351,275.7,11372,275.7,22,275.65,86
10481234,20190121,90351,275.7,11381,275.7,15,275.65,86
10481235,20190121,90351,275.7,11392,275.7,11,275.65,86
10481236,20190121,90351,275.7,11393,275.75,86,275.7,35
10481237,20190121,90352,275.7,11394,275.75,74,275.7,48
10481238,20190121,90353,275.7,11402,275.75,39,275.7,57
10481239,20190121,90353,275.75,11403,275.75,67,275.7,58
10481240,20190121,90353,275.75,11409,275.75,42,275.7,83
10481241,20190121,90353,275.75,11418,275.75,28,275.7,83
10481242,20190121,90353,275.75,11423,275.75,20,275.7,84
10481243,20190121,90353,275.75,11424,275.75,19,275.7,84
10481244,20190121,90354,275.75,11429,275.75,14,275.7,90
10481245,20190121,90354,275.75,11432,275.75,11,275.7,90
10481246,20190121,90354,275.75,11438,275.75,7,275.7,90
10481247,20190121,90354,275.75,11439,275.75,3,275.7,87
10481248,20190121,90354,275.75,11442,275.75,3,275.7,87
10481249,20190121,90354,275.75,11443,275.8,114,275.75,10
10481250,20190121,90354,275.75,11454,275.8,114,275.75,5
10481251,20190121,90354,275.75,11462,275.8,97,275.75,8
10481252,20190121,90354,275.75,11464,275.8,87,275.7,100
10481253,20190121,90354,275.75,11465,275.75,38,275.7,88
10481254,20190121,90355,275.75,11470,275.75,33,275.7,88
10481255,20190121,90355,275.7,11472,275.75,17,275.7,87
10481256,20190121,90355,275.75,11477,275.75,33,275.7,89
10481257,20190121,90356,275.7,11478,275.75,35,275.7,93
10481258,20190121,90357,275.7,11488,275.75,43,275.7,93
10481259,20190121,90357,275.7,11498,275.75,45,275.7,81
10481260,20190121,90357,275.7,11508,275.75,45,275.7,71
10481261,20190121,90357,275.75,11509,275.75,78,275.7,64
10481262,20190121,90358,275.75,11511,275.75,83,275.7,64
10481263,20190121,90358,275.75,11512,275.75,82,275.7,64
10481264,20190121,90358,275.75,11513,275.75,82,275.7,68
10481265,20190121,90359,275.75,11515,275.75,82,275.7,74
10481266,20190121,90359,275.75,11524,275.75,73,275.7,73
10481267,20190121,90359,275.75,11530,275.75,65,275.7,73
10481268,20190121,90359,275.75,11535,275.75,57,275.7,83
10481269,20190121,90400,275.75,11539,275.75,35,275.7,108
10481270,20190121,90400,275.7,11554,275.75,33,275.7,97
10481271,20190121,90400,275.7,11566,275.75,37,275.7,91
10481272,20190121,90400,275.75,11576,275.75,56,275.7,81
10481273,20190121,90401,275.75,11578,275.75,64,275.7,81
10481274,20190121,90401,275.75,11579,275.75,63,275.7,81
10481275,20190121,90401,275.75,11584,275.75,67,275.7,66
10481276,20190121,90402,275.75,11587,275.75,62,275.7,78
10481277,20190121,90406,275.7,11670,275.75,66,275.7,83
10481278,20190121,90406,275.7,11673,275.7,73,275.65,167
10481279,20190121,90407,275.7,11674,275.7,76,275.65,167
10481280,20190121,90407,275.7,11676,275.7,74,275.65,167
10481281,20190121,90408,275.7,11681,275.7,93,275.65,168
10481282,20190121,90408,275.7,11682,275.7,93,275.65,168
10481283,20190121,90408,275.65,11683,275.7,93,275.65,167
10481284,20190121,90408,275.65,11685,275.7,91,275.65,165
10481285,20190121,90409,275.65,11695,275.7,91,275.65,160
10481286,20190121,90409,275.65,11705,275.7,101,275.65,147
10481287,20190121,90409,275.65,11735,275.7,101,275.65,117
10481288,20190121,90409,275.65,11738,275.7,101,275.65,114
10481289,20190121,90409,275.65,11852,275.7,103,275.65,114
10481290,20190121,90409,275.6,11862,275.65,52,275.6,121
10481291,20190121,90409,275.6,11865,275.65,68,275.6,112
10481292,20190121,90409,275.65,11875,275.65,67,275.6,108
10481293,20190121,90409,275.65,11876,275.65,59,275.6,108
10481294,20190121,90409,275.65,11877,275.65,58,275.6,108
10481295,20190121,90409,275.6,11878,275.65,58,275.6,107
10481296,20190121,90411,275.6,11879,275.65,73,275.6,124
10481297,20190121,90412,275.65,11884,275.65,70,275.6,124
10481298,20190121,90413,275.65,11886,275.65,64,275.6,131
10481299,20190121,90413,275.65,11888,275.65,62,275.6,135
10481300,20190121,90413,275.6,11891,275.65,106,275.6,124
10481301,20190121,90414,275.65,11892,275.65,107,275.6,124
10481302,20190121,90415,275.65,11893,275.65,105,275.6,124
10481303,20190121,90415,275.6,11901,275.65,105,275.6,116
10481304,20190121,90415,275.6,11913,275.65,105,275.6,104
10481305,20190121,90415,275.6,12016,275.65,107,275.6,103
10481306,20190121,90415,275.6,12018,275.6,75,275.55,94
10481307,20190121,90415,275.55,12039,275.6,105,275.55,72
10481308,20190121,90415,275.55,12053,275.6,105,275.55,58
10481309,20190121,90415,275.55,12055,275.6,105,275.55,56
10481310,20190121,90415,275.55,12110,275.6,107,275.55,55
10481311,20190121,90416,275.55,12111,275.55,12,275.5,184
10481312,20190121,90416,275.55,12112,275.55,11,275.5,184
10481313,20190121,90416,275.55,12124,275.55,16,275.5,184
10481314,20190121,90416,275.55,12127,275.55,3,275.5,182
10481315,20190121,90416,275.55,12128,275.55,3,275.5,182
10481316,20190121,90416,275.55,12129,275.55,9,275.5,182
10481317,20190121,90416,275.55,12140,275.6,118,275.5,184
10481318,20190121,90416,275.55,12142,275.6,118,275.5,185
10481319,20190121,90416,275.55,12152,275.6,118,275.55,15
10481320,20190121,90416,275.55,12153,275.6,93,275.55,28
10481321,20190121,90416,275.55,12154,275.6,98,275.55,50
10481322,20190121,90416,275.55,12169,275.6,98,275.55,36
10481323,20190121,90416,275.55,12186,275.55,8,275.5,187
10481324,20190121,90417,275.5,12187,275.55,48,275.5,177
10481325,20190121,90417,275.5,12188,275.55,60,275.5,170
10481326,20190121,90417,275.55,12190,275.55,39,275.5,176
10481327,20190121,90417,275.55,12191,275.55,53,275.5,176
10481328,20190121,90419,275.5,12193,275.55,112,275.5,110
10481329,20190121,90420,275.5,12195,275.55,111,275.5,107
10481330,20190121,90420,275.5,12196,275.55,111,275.5,107
10481331,20190121,90420,275.55,12200,275.55,111,275.5,112
10481332,20190121,90421,275.5,12201,275.55,115,275.5,114
10481333,20190121,90422,275.55,12202,275.55,115,275.5,114
10481334,20190121,90422,275.55,12203,275.55,114,275.5,124
10481335,20190121,90422,275.5,12205,275.55,106,275.5,139
10481336,20190121,90423,275.5,12206,275.55,111,275.5,120
10481337,20190121,90423,275.5,12256,275.55,105,275.5,91
10481338,20190121,90423,275.5,12265,275.55,122,275.5,72
10481339,20190121,90423,275.5,12273,275.55,129,275.5,64
10481340,20190121,90424,275.5,12282,275.55,105,275.5,80
10481341,20190121,90424,275.5,12294,275.55,112,275.5,66
10481342,20190121,90424,275.5,12296,275.55,112,275.5,50
10481343,20190121,90425,275.5,12297,275.55,114,275.5,69
10481344,20190121,90425,275.5,12298,275.55,114,275.5,68
10481345,20190121,90425,275.5,12348,275.55,115,275.5,19
10481346,20190121,90425,275.5,12350,275.55,122,275.5,16
10481347,20190121,90425,275.5,12352,275.55,135,275.5,10
10481348,20190121,90425,275.5,12353,275.55,138,275.5,4
10481349,20190121,90425,275.5,12357,275.55,139,275.5,4
10481350,20190121,90425,275.5,12364,275.5,7,275.45,212
10481351,20190121,90425,275.5,12370,275.5,6,275.45,212
10481352,20190121,90426,275.5,12371,275.5,2,275.45,212
10481353,20190121,90426,275.5,12372,275.5,1,275.45,212
10481354,20190121,90426,275.5,12377,275.5,2,275.45,207
10481355,20190121,90426,275.5,12379,275.55,137,275.45,207
10481356,20190121,90426,275.5,12387,275.55,131,275.5,1
10481357,20190121,90426,275.5,12388,275.5,20,275.45,207
10481358,20190121,90426,275.45,12390,275.5,39,275.45,205
10481359,20190121,90426,275.5,12393,275.5,43,275.45,205
10481360,20190121,90426,275.45,12394,275.5,87,275.45,192
10481361,20190121,90426,275.5,12395,275.5,87,275.45,169
10481362,20190121,90426,275.45,12396,275.5,102,275.45,114
10481363,20190121,90426,275.45,12397,275.5,107,275.45,112
10481364,20190121,90426,275.45,12403,275.5,116,275.45,106
10481365,20190121,90426,275.45,12425,275.5,116,275.45,83
10481366,20190121,90426,275.45,12428,275.5,116,275.45,80
10481367,20190121,90426,275.45,12497,275.5,116,275.45,11
10481368,20190121,90426,275.45,12504,275.5,116,275.45,4
10481369,20190121,90426,275.45,12508,275.5,116,275.45,4
10481370,20190121,90427,275.45,12509,275.45,50,275.4,213
10481371,20190121,90427,275.4,12518,275.45,95,275.4,186
10481372,20190121,90427,275.4,12520,275.45,130,275.4,163
10481373,20190121,90427,275.4,12525,275.45,130,275.4,158
10481374,20190121,90427,275.4,12530,275.45,130,275.4,132
10481375,20190121,90429,275.4,12575,275.45,151,275.4,91
10481376,20190121,90429,275.4,12576,275.45,151,275.4,84
10481377,20190121,90429,275.4,12591,275.45,151,275.4,69
10481378,20190121,90429,275.4,12594,275.45,152,275.4,66
10481379,20190121,90429,275.4,12602,275.45,152,275.4,58
10481380,20190121,90429,275.4,12605,275.45,152,275.4,55
10481381,20190121,90429,275.4,12606,275.45,152,275.4,54
10481382,20190121,90429,275.4,12660,275.45,152,275.4,54
10481383,20190121,90429,275.4,12661,275.4,14,275.35,194
10481384,20190121,90429,275.4,12662,275.4,67,275.35,197
10481385,20190121,90429,275.4,12663,275.4,65,275.35,182
10481386,20190121,90429,275.4,12664,275.4,66,275.35,182
10481387,20190121,90429,275.4,12665,275.4,66,275.35,181
10481388,20190121,90430,275.4,12666,275.4,115,275.35,103
10481389,20190121,90430,275.4,12667,275.4,114,275.35,86
10481390,20190121,90430,275.35,12670,275.4,132,275.35,84
10481391,20190121,90430,275.35,12674,275.4,128,275.35,80
10481392,20190121,90430,275.35,12678,275.4,124,275.35,76
10481393,20190121,90430,275.35,12680,275.4,122,275.35,72
10481394,20190121,90430,275.35,12683,275.4,119,275.35,69
10481395,20190121,90430,275.35,12690,275.4,119,275.35,58
10481396,20190121,90430,275.4,12697,275.4,113,275.35,58
10481397,20190121,90430,275.35,12698,275.4,116,275.35,57
10481398,20190121,90430,275.35,12699,275.4,116,275.35,57
10481399,20190121,90430,275.4,12709,275.4,106,275.35,57
10481400,20190121,90431,275.35,12759,275.4,105,275.35,33
10481401,20190121,90431,275.35,12760,275.4,108,275.35,16
10481402,20190121,90431,275.35,12761,275.4,108,275.35,7
10481403,20190121,90431,275.35,12762,275.4,110,275.35,9
10481404,20190121,90431,275.35,12777,275.4,109,275.35,17
10481405,20190121,90431,275.35,12780,275.4,111,275.35,12
10481406,20190121,90431,275.35,12783,275.4,113,275.35,4
10481407,20190121,90431,275.35,12788,275.35,11,275.3,162
10481408,20190121,90431,275.35,12791,275.35,8,275.3,162
10481409,20190121,90431,275.35,12799,275.35,5,275.3,173
10481410,20190121,90431,275.35,12804,275.35,5,275.3,173
10481411,20190121,90431,275.35,12805,275.35,1,275.3,173
10481412,20190121,90431,275.35,12808,275.4,170,275.35,5
10481413,20190121,90431,275.35,12810,275.4,168,275.35,3
10481414,20190121,90431,275.35,12813,275.4,168,275.3,180
10481415,20190121,90431,275.35,12818,275.35,1,275.3,181
10481416,20190121,90431,275.35,12819,275.4,164,275.35,1
10481417,20190121,90431,275.4,12820,275.4,88,275.35,47
10481418,20190121,90432,275.35,12821,275.4,84,275.35,65
10481419,20190121,90432,275.35,12823,275.4,84,275.35,63
10481420,20190121,90432,275.4,12824,275.4,84,275.35,71
10481421,20190121,90433,275.35,12874,275.4,85,275.35,26
10481422,20190121,90433,275.4,12875,275.4,83,275.35,49
10481423,20190121,90434,275.4,12949,275.4,10,275.35,54
10481424,20190121,90434,275.4,12959,275.4,10,275.35,54
10481425,20190121,90434,275.4,12961,275.45,81,275.4,44
10481426,20190121,90434,275.4,12962,275.45,91,275.4,32
10481427,20190121,90434,275.4,12965,275.45,91,275.4,29
10481428,20190121,90434,275.4,12976,275.45,91,275.4,17
10481429,20190121,90434,275.4,12986,275.45,91,275.35,89
10481430,20190121,90434,275.4,12987,275.4,31,275.35,65
10481431,20190121,90434,275.4,12989,275.4,29,275.35,63
10481432,20190121,90434,275.4,12990,275.4,88,275.35,28
10481433,20190121,90435,275.4,13047,275.4,1,275.35,85
10481434,20190121,90435,275.4,13048,275.45,106,275.35,85
10481435,20190121,90435,275.4,13050,275.45,78,275.4,37
10481436,20190121,90436,275.45,13051,275.45,73,275.4,40
10481437,20190121,90436,275.4,13052,275.45,73,275.4,39
10481438,20190121,90436,275.45,13053,275.45,72,275.4,39
10481439,20190121,90436,275.45,13087,275.45,34,275.4,59
10481440,20190121,90436,275.5,13103,275.5,108,275.4,59
10481441,20190121,90436,275.45,13115,275.5,105,275.45,12
10481442,20190121,90436,275.45,13117,275.5,67,275.45,11
10481443,20190121,90436,275.45,13120,275.5,74,275.45,8
10481444,20190121,90436,275.45,13126,275.5,74,275.45,2
10481445,20190121,90436,275.45,13128,275.45,6,275.4,92
10481446,20190121,90436,275.45,13134,275.5,66,275.4,94
10481447,20190121,90436,275.45,13137,275.45,3,275.4,76
10481448,20190121,90436,275.45,13140,275.5,92,275.4,76
10481449,20190121,90436,275.45,13142,275.5,92,275.4,76
10481450,20190121,90436,275.45,13145,275.5,92,275.4,76
10481451,20190121,90436,275.45,13147,275.5,92,275.4,76
10481452,20190121,90437,275.5,13148,275.5,90,275.4,79
10481453,20190121,90437,275.4,13149,275.45,6,275.4,78
10481454,20190121,90437,275.45,13153,275.45,21,275.4,73
10481455,20190121,90438,275.45,13155,275.45,4,275.4,74
10481456,20190121,90438,275.4,13156,275.45,37,275.4,71
10481457,20190121,90438,275.45,13161,275.45,46,275.4,72
10481458,20190121,90439,275.4,13162,275.45,62,275.4,31
10481459,20190121,90440,275.4,13196,275.4,16,275.35,144
10481460,20190121,90440,275.4,13201,275.4,59,275.35,109
10481461,20190121,90441,275.35,13272,275.4,74,275.3,171
10481462,20190121,90441,275.35,13273,275.35,24,275.3,169
10481463,20190121,90441,275.35,13274,275.35,68,275.3,161
10481464,20190121,90441,275.3,13275,275.35,122,275.3,87
10481465,20190121,90441,275.3,13293,275.35,122,275.3,69
10481466,20190121,90441,275.3,13297,275.35,122,275.3,65
10481467,20190121,90441,275.3,13302,275.35,122,275.3,59
10481468,20190121,90441,275.3,13305,275.35,122,275.3,56
10481469,20190121,90441,275.3,13306,275.35,122,275.3,55
10481470,20190121,90441,275.3,13307,275.35,122,275.3,54
10481471,20190121,90441,275.3,13310,275.35,122,275.3,51
10481472,20190121,90441,275.3,13311,275.35,120,275.3,50
10481473,20190121,90441,275.3,13314,275.35,112,275.3,47
10481474,20190121,90441,275.3,13317,275.35,112,275.3,44
10481475,20190121,90441,275.3,13358,275.35,112,275.3,3
10481476,20190121,90441,275.3,13361,275.35,112,275.3,3
10481477,20190121,90441,275.3,13363,275.3,37,275.25,124
10481478,20190121,90441,275.3,13364,275.3,79,275.25,81
10481479,20190121,90441,275.25,13366,275.3,68,275.25,74
10481480,20190121,90442,275.25,13367,275.3,68,275.25,73
10481481,20190121,90442,275.3,13368,275.3,76,275.25,55
10481482,20190121,90442,275.3,13373,275.3,72,275.25,55
10481483,20190121,90442,275.3,13374,275.3,52,275.25,85
10481484,20190121,90442,275.3,13426,275.3,52,275.25,85
10481485,20190121,90442,275.3,13429,275.35,81,275.3,49
10481486,20190121,90442,275.3,13430,275.35,81,275.3,48
10481487,20190121,90442,275.3,13460,275.35,76,275.3,21
10481488,20190121,90443,275.3,13461,275.35,97,275.3,37
10481489,20190121,90443,275.3,13511,275.35,95,275.3,16
10481490,20190121,90444,275.3,13512,275.35,100,275.3,35
10481491,20190121,90444,275.3,13513,275.35,100,275.3,34
10481492,20190121,90444,275.35,13514,275.35,124,275.3,34
10481493,20190121,90444,275.3,13527,275.35,124,275.3,21
10481494,20190121,90444,275.3,13528,275.35,122,275.3,37
10481495,20190121,90445,275.3,13529,275.35,122,275.3,46
10481496,20190121,90445,275.3,13530,275.35,131,275.3,37
10481497,20190121,90445,275.3,13532,275.35,145,275.3,31
10481498,20190121,90445,275.3,13535,275.35,145,275.3,29
10481499,20190121,90445,275.3,13541,275.35,145,275.3,23
10481500,20190121,90445,275.3,13549,275.35,145,275.3,15
10481501,20190121,90445,275.3,13560,275.35,145,275.3,4
10481502,20190121,90445,275.3,13563,275.35,145,275.3,3
10481503,20190121,90446,275.3,13564,275.3,69,275.25,65
10481504,20190121,90446,275.25,13629,275.3,77,275.25,65
10481505,20190121,90446,275.2,13644,275.3,77,275.2,109
10481506,20190121,90446,275.2,13645,275.25,69,275.2,95
10481507,20190121,90446,275.2,13646,275.25,84,275.2,61
10481508,20190121,90446,275.2,13651,275.25,85,275.2,56
10481509,20190121,90446,275.2,13666,275.25,88,275.2,41
10481510,20190121,90446,275.2,13667,275.25,107,275.2,32
10481511,20190121,90446,275.2,13668,275.25,108,275.2,31
10481512,20190121,90446,275.25,13669,275.25,107,275.2,31
10481513,20190121,90447,275.2,13699,275.25,97,275.2,34
10481514,20190121,90447,275.2,13700,275.25,107,275.2,19
10481515,20190121,90447,275.25,13701,275.25,107,275.2,23
10481516,20190121,90447,275.25,13702,275.25,106,275.2,23
10481517,20190121,90447,275.2,13703,275.25,105,275.2,22
10481518,20190121,90447,275.25,13704,275.25,104,275.2,22
10481519,20190121,90447,275.25,13705,275.25,94,275.2,35
10481520,20190121,90447,275.2,13706,275.25,111,275.2,29
10481521,20190121,90448,275.2,13707,275.25,112,275.2,27
10481522,20190121,90448,275.2,13712,275.2,45,275.15,153
10481523,20190121,90448,275.2,13716,275.2,62,275.15,160
10481524,20190121,90448,275.15,13717,275.2,65,275.15,149
10481525,20190121,90448,275.15,13718,275.2,65,275.15,148
10481526,20190121,90448,275.15,13719,275.2,65,275.15,140
10481527,20190121,90448,275.15,13724,275.2,82,275.15,82
10481528,20190121,90448,275.15,13727,275.2,112,275.15,59
10481529,20190121,90449,275.15,13728,275.2,112,275.15,57
10481530,20190121,90449,275.2,13738,275.2,102,275.15,57
10481531,20190121,90449,275.2,13739,275.2,101,275.15,66
10481532,20190121,90449,275.2,13741,275.2,105,275.15,66
10481533,20190121,90449,275.2,13742,275.2,104,275.15,66
10481534,20190121,90450,275.15,13743,275.2,99,275.15,106
10481535,20190121,90450,275.15,13744,275.2,129,275.15,95
10481536,20190121,90450,275.2,13745,275.2,130,275.15,97
10481537,20190121,90451,275.15,13757,275.2,169,275.15,80
10481538,20190121,90451,275.15,13758,275.2,169,275.15,79
10481539,20190121,90451,275.15,13760,275.2,169,275.15,75
10481540,20190121,90451,275.15,13783,275.2,136,275.15,75
10481541,20190121,90451,275.2,13784,275.2,149,275.15,74
10481542,20190121,90451,275.2,13785,275.2,148,275.15,74
10481543,20190121,90452,275.2,13787,275.2,125,275.15,100
10481544,20190121,90452,275.2,13790,275.2,116,275.15,104
10481545,20190121,90453,275.15,13791,275.2,115,275.15,107
10481546,20190121,90453,275.2,13795,275.2,111,275.15,130
10481547,20190121,90453,275.2,13796,275.2,110,275.15,130
10481548,20190121,90453,275.2,13826,275.2,80,275.15,131
10481549,20190121,90453,275.2,13832,275.2,74,275.15,131
10481550,20190121,90453,275.2,13906,275.2,74,275.15,131
10481551,20190121,90453,275.2,13910,275.25,110,275.2,13
10481552,20190121,90453,275.2,13913,275.25,64,275.2,57
10481553,20190121,90453,275.2,13915,275.25,64,275.2,58
10481554,20190121,90453,275.2,13919,275.25,63,275.2,52
10481555,20190121,90453,275.2,13920,275.25,57,275.2,52
10481556,20190121,90453,275.25,13923,275.25,4,275.2,158
10481557,20190121,90453,275.25,13924,275.25,3,275.2,158
10481558,20190121,90453,275.25,13927,275.25,3,275.2,158
10481559,20190121,90453,275.25,13929,275.3,49,275.25,28
10481560,20190121,90454,275.25,13940,275.3,49,275.25,21
10481561,20190121,90454,275.25,13941,275.3,53,275.25,18
10481562,20190121,90454,275.25,13943,275.3,86,275.25,26
10481563,20190121,90456,275.25,13972,275.3,93,275.2,193
10481564,20190121,90456,275.25,13973,275.25,79,275.2,167
10481565,20190121,90457,275.25,13977,275.25,64,275.2,168
10481566,20190121,90457,275.2,13989,275.25,64,275.2,156
10481567,20190121,90457,275.2,14001,275.25,68,275.2,143
10481568,20190121,90457,275.2,14013,275.25,68,275.2,131
10481569,20190121,90457,275.25,14014,275.25,112,275.2,120
10481570,20190121,90457,275.2,14016,275.25,113,275.2,120
10481571,20190121,90457,275.25,14017,275.25,112,275.2,119
10481572,20190121,90457,275.2,14018,275.25,112,275.2,118
10481573,20190121,90457,275.2,14047,275.25,112,275.2,89
10481574,20190121,90458,275.2,14088,275.25,112,275.2,49
10481575,20190121,90458,275.2,14108,275.25,112,275.2,25
10481576,20190121,90458,275.2,14132,275.25,112,275.2,24
10481577,20190121,90458,275.2,14156,275.2,24,275.15,195
10481578,20190121,90458,275.2,14190,275.25,138,275.2,5
10481579,20190121,90458,275.25,14194,275.25,127,275.2,4
10481580,20190121,90458,275.2,14195,275.25,127,275.2,26
10481581,20190121,90458,275.2,14197,275.25,127,275.2,24
10481582,20190121,90459,275.2,14211,275.2,36,275.15,199
10481583,20190121,90459,275.2,14213,275.2,74,275.15,139
10481584,20190121,90459,275.15,14223,275.2,74,275.15,130
10481585,20190121,90500,275.2,14224,275.2,80,275.15,122
10481586,20190121,90500,275.2,14226,275.2,78,275.15,122
10481587,20190121,90500,275.2,14228,275.2,76,275.15,122
10481588,20190121,90500,275.2,14229,275.2,75,275.15,122
10481589,20190121,90500,275.15,14230,275.2,76,275.15,127
10481590,20190121,90500,275.15,14232,275.2,77,275.15,125
10481591,20190121,90500,275.15,14233,275.2,77,275.15,118
10481592,20190121,90500,275.15,14234,275.2,109,275.15,114
10481593,20190121,90500,275.15,14235,275.2,109,275.15,112
10481594,20190121,90500,275.15,14236,275.2,109,275.15,111
10481595,20190121,90500,275.15,14241,275.2,109,275.15,106
10481596,20190121,90500,275.2,14246,275.2,107,275.15,106
10481597,20190121,90500,275.15,14251,275.2,107,275.15,102
10481598,20190121,90500,275.15,14252,275.2,107,275.15,101
10481599,20190121,90500,275.15,14255,275.2,108,275.15,97
10481600,20190121,90500,275.15,14258,275.2,108,275.15,94
10481601,20190121,90500,275.2,14261,275.2,105,275.15,93
10481602,20190121,90500,275.15,14264,275.2,105,275.15,91
10481603,20190121,90500,275.15,14269,275.2,105,275.15,86
10481604,20190121,90500,275.15,14272,275.2,105,275.15,83
10481605,20190121,90500,275.15,14355,275.2,105,275.1,166
10481606,20190121,90500,275.1,14358,275.15,55,275.1,160
10481607,20190121,90500,275.1,14360,275.15,54,275.1,157
10481608,20190121,90500,275.1,14363,275.15,60,275.1,150
10481609,20190121,90500,275.1,14366,275.15,71,275.1,145
10481610,20190121,90500,275.1,14411,275.15,73,275.1,100
10481611,20190121,90500,275.15,14421,275.15,64,275.1,94
10481612,20190121,90500,275.1,14423,275.15,64,275.1,92
10481613,20190121,90500,275.1,14425,275.15,64,275.1,89
10481614,20190121,90500,275.1,14454,275.15,72,275.1,60
10481615,20190121,90500,275.1,14463,275.15,89,275.1,51
10481616,20190121,90500,275.1,14469,275.15,84,275.1,44
10481617,20190121,90500,275.1,14472,275.15,84,275.1,41
10481618,20190121,90500,275.1,14474,275.15,85,275.1,39
10481619,20190121,90500,275.1,14477,275.15,85,275.1,36
10481620,20190121,90500,275.1,14479,275.15,86,275.1,33
10481621,20190121,90500,275.1,14487,275.15,87,275.1,25
10481622,20190121,90500,275.1,14494,275.15,80,275.1,18
10481623,20190121,90500,275.1,14499,275.15,80,275.1,13
10481624,20190121,90500,275.1,14509,275.15,80,275.1,2
10481625,20190121,90500,275.1,14511,275.1,1,275.05,128
10481626,20190121,90500,275.05,14556,275.1,1,275.05,82
10481627,20190121,90500,275.05,14601,275.1,1,275.05,37
10481628,20190121,90500,275.1,14603,275.15,86,275.1,1
10481629,20190121,90500,275.1,14604,275.1,7,275.05,59
10481630,20190121,90500,275.05,14612,275.1,77,275.05,39
10481631,20190121,90500,275.05,14618,275.1,77,275.05,40
10481632,20190121,90500,275.1,14619,275.1,88,275.05,37
10481633,20190121,90500,275.05,14621,275.1,88,275.05,35
10481634,20190121,90500,275.05,14628,275.1,89,275.05,27
10481635,20190121,90500,275.05,14630,275.1,89,275.05,22
10481636,20190121,90500,275.05,14652,275.05,3,275,152
10481637,20190121,90500,275.05,14653,275.05,2,275,152
10481638,20190121,90500,275.05,14654,275.05,1,275,152
10481639,20190121,90500,275.05,14655,275.1,87,275,152
10481640,20190121,90500,275,14657,275.1,87,275,150
10481641,20190121,90500,275,14658,275.1,87,275,149
10481642,20190121,90500,275.05,14661,275.05,28,275,163
10481643,20190121,90500,275.05,14664,275.05,28,275,163
10481644,20190121,90500,275.05,14672,275.05,20,275,163
10481645,20190121,90500,275.05,14673,275.05,19,275,163
10481646,20190121,90500,275.05,14676,275.05,16,275,163
10481647,20190121,90500,275.05,14679,275.05,13,275,163
10481648,20190121,90500,275.05,14681,275.05,11,275,163
10481649,20190121,90500,275.05,14683,275.05,3,275,163
10481650,20190121,90500,275.05,14684,275.05,2,275,163
10481651,20190121,90500,275,14685,275.1,74,275,165
10481652,20190121,90501,275,14686,275.05,2,275,164
10481653,20190121,90501,275,14691,275.05,2,275,159
10481654,20190121,90501,275.05,14694,275.05,3,275,159
10481655,20190121,90501,275.05,14695,275.05,1,275,159
10481656,20190121,90501,275.05,14698,275.05,3,275,160
10481657,20190121,90501,275.05,14699,275.05,1,275,160
